month,decision_date,holding_start_exclusive,holding_end_inclusive,holding_period_label,cell,ticker,recommendation,weight,alpha,liquidity_L,vmq,realized_return_holding,contribution_gross,portfolio_alpha,portfolio_cvar,portfolio_liquidity,turnover,transaction_cost,gross_return,net_return
2018-09,2018-09-28,2018-09-28,2018-10-31,(2018-09 rebalance] → 2018-10,C4,CIH,BUY,0.014644123379312401,0.4543613207405093,0.9994413746373076,718092.045,0.017921146953405076,0.00026243948708445247,0.659845,0.008976,1.0,1.0144164012132664,0.0030432492036398,-0.009683128555316722,-0.012702234138120438
2018-09,2018-09-28,2018-09-28,2018-10-31,(2018-09 rebalance] → 2018-10,C4,MSA,NEUTRAL,0.011784309856792616,-0.0267168707645975,1.0,5144888.55,-0.011834319526627168,-0.00013945928824606586,0.659845,0.008976,1.0,1.0144164012132664,0.0030432492036398,-0.009683128555316722,-0.012702234138120438
2018-09,2018-09-28,2018-09-28,2018-10-31,(2018-09 rebalance] → 2018-10,C4,JET,NEUTRAL,0.001731176500118458,0.02084149356453711,0.9994854718344137,723234.0999999999,-0.024331989849231128,-4.212296902810979e-05,0.659845,0.008976,1.0,1.0144164012132664,0.0030432492036398,-0.009683128555316722,-0.012702234138120438
2018-09,2018-09-28,2018-09-28,2018-10-31,(2018-09 rebalance] → 2018-10,C4,RIS,BUY,0.0002751994640210298,0.28706318461021907,0.9989190834076922,676804.0250000001,0.029239766081871288,8.046767953831264e-06,0.659845,0.008976,1.0,1.0144164012132664,0.0030432492036398,-0.009683128555316722,-0.012702234138120438
2018-10,2018-10-31,2018-10-31,2018-11-30,(2018-10 rebalance] → 2018-11,C4,IAM,NEUTRAL,0.39961033719274436,-0.011222794324646942,1.0,25460904.6175,0.010791366906474753,0.0043123417682669985,0.023127,0.016893,0.9999,1.1845262673025687,0.0035535788019077055,0.008313511924152195,0.004726642379317081
2018-10,2018-10-31,2018-10-31,2018-11-30,(2018-10 rebalance] → 2018-11,C4,MSA,NEUTRAL,0.2726035824065716,0.02266253563361223,1.0,9032898.245000001,0.0015174506828528056,0.00041366249227097314,0.023127,0.016893,0.9999,1.1845262673025687,0.0035535788019077055,0.008313511924152195,0.004726642379317081
2018-10,2018-10-31,2018-10-31,2018-11-30,(2018-10 rebalance] → 2018-11,C4,TMA,NEUTRAL,0.14720292671728316,-0.03432965237388719,0.9999999935857586,1429046.56875,-0.053811659192825156,-0.007921233724696858,0.023127,0.016893,0.9999,1.1845262673025687,0.0035535788019077055,0.008313511924152195,0.004726642379317081
2018-10,2018-10-31,2018-10-31,2018-11-30,(2018-10 rebalance] → 2018-11,C4,DWY,BUY,0.09343812342374523,0.28646058515293615,0.9984698629751769,655054.1674999996,-0.07491803278688536,-0.007000200394205186,0.023127,0.016893,0.9999,1.1845262673025687,0.0035535788019077055,0.008313511924152195,0.004726642379317081
2018-10,2018-10-31,2018-10-31,2018-11-30,(2018-10 rebalance] → 2018-11,C4,ADH,NEUTRAL,0.0871450302596556,-0.003201751619304735,1.0,3338171.9575000014,0.20830007980845977,0.018152316757996903,0.023127,0.016893,0.9999,1.1845262673025687,0.0035535788019077055,0.008313511924152195,0.004726642379317081
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,IAM,NEUTRAL,0.4000000002611146,0.034041430561574666,1.0,6903385.784999999,0.011075384065737826,0.004430153629187075,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,SOT,BUY,0.22041020832192382,1.3765435756149613,0.9999553871495539,876090.25,0.03734177215189871,0.008230507779109808,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,GAZ,NEUTRAL,0.12267284559455324,0.015004302940254302,0.9999267417479865,845090.4,0.03270223752151469,0.004011676534073177,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,MSA,NEUTRAL,0.08658920710900597,-0.038858863267813924,1.0,3453611.7225,0.011721159777914991,0.0010149259315676317,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,CMT,NEUTRAL,0.05362341557701578,0.016142832762311238,0.9996098168287825,740531.5,-0.05809731299927379,-0.0031153763588680195,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,TMA,NEUTRAL,0.04840076261958854,0.03385933186392141,0.9999999999999469,2160367.5,-0.009478672985781977,-0.00045877500113354,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,HPS,BUY,0.035431151336877624,0.1624713004835483,0.9999974612292196,1055239.2499999998,0.025396825396825307,0.0008998387641111745,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-11,2018-11-30,2018-11-30,2018-12-31,(2018-11 rebalance] → 2018-12,C4,SID,BUY,0.03287240917992037,0.8788173414591114,0.9925010269293773,555341.3724999999,-0.01892377629770592,-0.0006220701176874675,0.352647,0.012248,0.9997,0.9307993861573223,0.0027923981584719666,0.01518000428447941,0.01234862476511922
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,IAM,BUY,0.3997336884116643,1.2248394669442644,1.0,24337814.517500002,0.05127298444130135,0.020495539186595264,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,HPS,BUY,0.12257862245574865,0.3312124553568898,0.999999999999863,2101194.225,0.013931888544891802,0.0017077517060398615,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,CIH,NEUTRAL,0.11977760004860558,0.033383812074287936,1.0,5810900.834999999,0.050000000000000044,0.0059888800024302845,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,LBV,NEUTRAL,0.08770074895176204,-0.005238054715348911,1.0,9948814.5,-0.009748589020010301,-0.0008549585582778274,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,TMA,BUY,0.07359591136199324,1.4224722042340279,1.0,6604267.125,-0.009569377990430672,-0.0007042670943731448,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,JET,BUY,0.06505989004266514,0.32519829678573703,0.9999999999951084,1877717.575,0.030091185410334287,0.0019577292140497984,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,MSA,NEUTRAL,0.05310775365637728,-0.006207700679560876,1.0,6230307.9399999995,0.08487420430433468,0.004507478333975642,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,CSR,NEUTRAL,0.05110561100597172,0.04906389627219779,1.0,15873534.9125,-0.015727766657134712,-0.0008037771247722188,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,CMT,BUY,0.025861539270061885,0.24165008041574013,0.9999999995587943,1596344.35,0.09062742060418283,0.00234376459689949,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2018-12,2018-12-31,2018-12-31,2019-01-31,(2018-12 rebalance] → 2019-01,C4,SID,BUY,0.001478634795150342,0.10582181641790667,0.9999228268667276,841836.375,-0.12231947483588612,-0.0001808658316168579,0.668178,0.01303,1.0,0.8719729398205602,0.002615918819461681,0.0353919162897538,0.032688033075660705
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,IAM,NEUTRAL,0.4000000002778237,0.11160604210437285,1.0,17037084.5775,-0.01304347826086949,-0.005217391307971583,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,ATW,NEUTRAL,0.15509683669943325,-0.04751865996123314,1.0,11009351.729999987,-0.006651884700665134,-0.0010316862751625186,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,CIH,NEUTRAL,0.11400393629566925,-0.02440061638008217,0.9999999969101372,1474696.1949999998,-0.04761904761904767,-0.005428758871222352,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,SBM,NEUTRAL,0.07877580363206163,-0.02420406480782377,0.9999761095148881,915125.4,0.0,0.0,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,BCP,NEUTRAL,0.064351842383653,-0.035363859832425903,1.0,6477089.6075,-0.029267405926195256,-0.001883411493140909,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,LHM,NEUTRAL,0.04665100024526661,0.10783386764351685,1.0,3513711.0,-0.11536088834053049,-0.005381700830268262,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,LES,NEUTRAL,0.03822101932498869,-0.0645090934708554,1.0,7159943.417500001,0.07420494699646651,0.002836188713161708,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,DHO,NEUTRAL,0.037176768006457805,0.004862199866530498,0.9926304229503873,556437.3810000002,0.08236729713239765,0.003062149896810125,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,MSA,NEUTRAL,0.029032179327002083,0.061193551160959175,1.0,9902530.52,-0.01666666666666672,-0.0004838696554500362,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,CSR,NEUTRAL,0.028610128548644403,-0.0028772997803627187,1.0,4627991.4975000005,-0.00028985507246381825,-8.292790883666479e-06,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,JET,BUY,0.007917400377037096,0.36029537759590585,0.9999999139301591,1266756.6675,-0.01179941002949858,-9.342065341636736e-05,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-01,2019-01-31,2019-01-31,2019-02-28,(2019-01 rebalance] → 2019-02,C4,TMA,NEUTRAL,0.0001630848819624104,0.08802344421424954,0.9999999999999831,2231894.625,-0.05990338164251208,-9.769335924318304e-06,0.037615,0.011077,0.9997,0.8410791643160411,0.0025232374929481235,-0.013223120996214477,-0.015702866209083788
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,IAM,BUY,0.4000000001761875,0.3105851522609069,1.0,12589824.755,-0.028436018957345932,-0.011374407587948443,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,ATW,NEUTRAL,0.16511605539899732,-0.04375224445560592,1.0,15374150.249999989,-0.0513392857142857,-0.00847694034414495,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,SOT,NEUTRAL,0.0998373432147996,-0.009528322687602914,0.9986231989490132,661663.425,0.018648018648018683,0.0018617686380382244,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,MSA,NEUTRAL,0.09827563490176172,0.1146997258002339,1.0,3905666.2725,0.017231638418079065,0.001693450205934309,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,HPS,BUY,0.08103730913791961,0.36971000172318813,0.9991935555734991,695129.2999999998,0.1200000000000001,0.009724477096550362,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,TQM,NEUTRAL,0.0598234447199502,0.09929146091942297,1.0,3281022.55,-0.04776595744680845,-0.002857524114814639,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,CSR,NEUTRAL,0.03206292900952563,0.02224021945802196,1.0,2643499.9625,0.023054755043227626,0.0007392029742830103,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,ATL,NEUTRAL,0.02864115980673855,-0.01753988776975253,0.9995155892993793,727005.808,-0.07094594594594594,-0.002031974175478073,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,TMA,NEUTRAL,0.022873040421217627,-0.0030065074105925446,1.0,3948844.8,0.0,0.0,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,JET,NEUTRAL,0.01125290701216489,0.05222846558242519,0.9952056403716361,583469.3275,-0.10447761194029848,-0.001175676852017227,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,CMT,NEUTRAL,0.0009681881327400918,-0.09632731244999528,0.9999999985459251,1521806.0,0.06784452296819787,6.568626200922177e-05,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-02,2019-02-28,2019-02-28,2019-03-29,(2019-02 rebalance] → 2019-03,C4,ADH,NEUTRAL,0.00011198806799728316,-0.09519227872361957,0.999998646129342,1094533.8475000015,-0.08503937007874018,-9.523394758824083e-06,0.163857,0.01021,0.9997,0.7583607399794665,0.0022750822199383994,-0.010952616119733083,-0.013192725895301849
2019-03,2019-03-29,2019-03-29,2019-04-30,(2019-03 rebalance] → 2019-04,C4,IAM,NEUTRAL,0.40001507158936256,0.0821551137056176,1.0,7650212.347499999,0.020905923344947785,0.008362684423471014,0.068845,0.008326,1.0,1.0015123535786212,0.0030045370607358637,0.014755510651470294,0.011714298234520193
2019-03,2019-03-29,2019-03-29,2019-04-30,(2019-03 rebalance] → 2019-04,C4,MUT,NEUTRAL,0.40001507158936256,0.06882181432318353,0.9999399909402232,857559.6875,-0.002777777777777768,-0.0011111529766371143,0.068845,0.008326,1.0,1.0015123535786212,0.0030045370607358637,0.014755510651470294,0.011714298234520193
2019-03,2019-03-29,2019-03-29,2019-04-30,(2019-03 rebalance] → 2019-04,C4,MSA,NEUTRAL,0.13754309854198005,0.06474608488480416,1.0,4615824.367500001,0.02471535684532067,0.003399426762076142,0.068845,0.008326,1.0,1.0015123535786212,0.0030045370607358637,0.014755510651470294,0.011714298234520193
2019-03,2019-03-29,2019-03-29,2019-04-30,(2019-03 rebalance] → 2019-04,C4,CMT,NEUTRAL,0.037694026913603525,-0.0065743252310244416,1.0,4234024.6,0.03904698874917267,0.0014718382448064887,0.068845,0.008326,1.0,1.0015123535786212,0.0030045370607358637,0.014755510651470294,0.011714298234520193
2019-03,2019-03-29,2019-03-29,2019-04-30,(2019-03 rebalance] → 2019-04,C4,LBV,NEUTRAL,0.02473273136569122,-0.008119149064012274,0.9999999998071398,1648066.0,0.09784172661870505,0.002419893140815832,0.068845,0.008326,1.0,1.0015123535786212,0.0030045370607358637,0.014755510651470294,0.011714298234520193
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,IAM,BUY,0.4000000003242744,0.2596895695378203,1.0,6927916.347499999,-0.07401091405184168,-0.029604365644736518,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,UMR,BUY,0.1886256597091,1.7739931492567513,0.9954833058039559,587215.5,0.0,0.0,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,LBV,NEUTRAL,0.08988158925496176,-0.07332448066635605,1.0,2991252.95,0.057777777777777706,0.005193158490286673,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,MSA,NEUTRAL,0.08539572072445692,0.08179974483097613,1.0,4111012.8325000005,-0.004670329670329654,-0.0003988261682186161,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,HPS,BUY,0.07665206746179912,0.3961216304956792,1.0,3966674.85,0.003030303030302939,0.00023227899230847515,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,CMT,NEUTRAL,0.06177993264156855,-0.03583411976675013,1.0,3854669.1,0.01273885350318471,0.000787005511357561,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,TMA,NEUTRAL,0.0494292624051971,-0.01165098884286496,0.9999999999926221,1852033.74375,0.004657351962741085,0.00023020947227968884,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,SBM,NEUTRAL,0.03598752648358416,-0.10679951930756898,0.9990982911886679,688144.8,0.0,0.0,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-04,2019-04-30,2019-04-30,2019-05-31,(2019-04 rebalance] → 2019-05,C4,ATL,NEUTRAL,0.012248240995058052,-0.0578888254362698,0.9958007327656168,591789.8205,0.0,0.0,0.461913,0.009819,0.9991,0.9043550413439478,0.0027130651240318436,-0.022372994328276663,-0.02503171693909856
2019-05,2019-05-31,2019-05-31,2019-06-28,(2019-05 rebalance] → 2019-06,C4,MUT,NEUTRAL,0.34562109236825933,-0.08557768698214747,0.9999897096962577,967768.6375,0.0,0.0,0.24842,0.009109,1.0,1.4598692062481395,0.004379607618744418,0.012920726611971967,0.0084698065363642
2019-05,2019-05-31,2019-05-31,2019-06-28,(2019-05 rebalance] → 2019-06,C4,IMO,BUY,0.254904656505179,0.9890200252417262,0.9999999558165955,1308432.2835,0.009268795056642798,0.002362659020130434,0.24842,0.009109,1.0,1.4598692062481395,0.004379607618744418,0.012920726611971967,0.0084698065363642
